	0kb_ELR_min_size		1kb_ELR_min_size		2kb_ELR_min_size		3kb_ELR_min_size		4kb_ELR_min_size		5kb_ELR_min_size		TOTAL	
chr2:3,000,000-4,000,000	294	50860	294	50860	294	50860	294	50860	294	50860	294	50860	1,764	305,160
chr2:4,000,000-5,000,000	259	47272	259	47272	259	47272	259	47272	259	47272	259	47272	1,554	283,632
chr2:5,000,000-6,000,000	271	54004	271	54004	271	54004	271	54004	271	54004	271	54004	1,626	324,024
chr2:6,000,000-7,000,000	231	17873	231	17873	231	17873	231	17873	231	17873	231	17873	1,386	107,238
chr2:7,000,000-8,000,000	209	22308	209	22308	209	22308	209	22308	209	22308	209	22308	1,254	133,848
chr2:8,000,000-9,000,000	174	189252	174	189252	174	189252	174	189252	174	189252	174	189252	1,044	1,135,512
chr2:9,000,000-10,000,000	308	28088	308	28088	308	28088	308	28088	308	28088	308	28088	1,848	168,528
chr2:10,000,000-11,000,000	309	30650	309	30650	309	30650	309	30650	309	30650	309	30650	1,854	183,900
chr2:11,000,000-12,000,000	292	31649	292	31649	292	31649	292	31649	292	31649	292	31649	1,752	189,894
chr2:12,000,000-13,000,000	242	29028	242	29028	242	29028	242	29028	242	29028	242	29028	1,452	174,168
chr2:13,000,000-14,000,000	369	66281	369	66281	369	66281	369	66281	369	66281	369	66281	2,214	397,686
chr2:14,000,000-15,000,000	232	41879	232	41879	232	41879	232	41879	232	41879	232	41879	1,392	251,274
chr2:15,000,000-16,000,000	258	26828	258	26828	258	26828	258	26828	258	26828	258	26828	1,548	160,968
chr2:16,000,000-17,000,000	193	36982	193	36982	193	36982	193	36982	193	36982	193	36982	1,158	221,892
chr2:17,000,000-18,000,000	260	30067	260	30067	260	30067	260	30067	260	30067	260	30067	1,560	180,402
chr2:18,000,000-19,000,000	249	32500	249	32500	249	32500	249	32500	249	32500	249	32500	1,494	195,000
chr2:19,000,000-20,000,000	269	35532	269	35532	269	35532	269	35532	269	35532	269	35532	1,614	213,192
chr2:20,000,000-21,000,000	281	31262	281	31262	281	31262	281	31262	281	31262	281	31262	1,686	187,572
chr2:21,000,000-22,000,000	187	31353	187	31353	187	31353	187	31353	187	31353	187	31353	1,122	188,118
chr2:22,000,000-23,000,000	221	28065	221	28065	221	28065	221	28065	221	28065	221	28065	1,326	168,390
chr2:23,000,000-24,000,000	271	33158	271	33158	271	33158	271	33158	271	33158	271	33158	1,626	198,948
chr2:24,000,000-25,000,000	353	27507	353	27507	353	27507	353	27507	353	27507	353	27507	2,118	165,042
chr2:25,000,000-26,000,000	391	25071	391	25071	391	25071	391	25071	391	25071	391	25071	2,346	150,426
chr2:26,000,000-27,000,000	330	18110	330	18110	330	18110	330	18110	330	18110	330	18110	1,980	108,660
chr2:27,000,000-28,000,000	364	24701	364	24701	364	24701	364	24701	364	24701	364	24701	2,184	148,206
chr2:28,000,000-29,000,000	286	17494	286	17494	286	17494	286	17494	286	17494	286	17494	1,716	104,964
chr2:29,000,000-30,000,000	192	22161	192	22161	192	22161	192	22161	192	22161	192	22161	1,152	132,966
chr2:30,000,000-31,000,000	263	34977	263	34977	263	34977	263	34977	263	34977	263	34977	1,578	209,862
chr2:31,000,000-32,000,000	345	37925	345	37925	345	37925	345	37925	345	37925	345	37925	2,070	227,550
chr2:32,000,000-33,000,000	418	34098	418	34098	418	34098	418	34098	418	34098	418	34098	2,508	204,588
chr2:33,000,000-34,000,000	363	34065	363	34065	363	34065	363	34065	363	34065	363	34065	2,178	204,390
chr2:34,000,000-35,000,000	342	40902	342	40902	342	40902	342	40902	342	40902	342	40902	2,052	245,412
chr2:35,000,000-36,000,000	309	47619	309	47619	309	47619	309	47619	309	47619	309	47619	1,854	285,714
chr2:36,000,000-37,000,000	296	43492	296	43492	296	43492	296	43492	296	43492	296	43492	1,776	260,952
chr2:37,000,000-38,000,000	424	40900	424	40900	424	40900	424	40900	424	40900	424	40900	2,544	245,400
chr2:38,000,000-39,000,000	379	33862	379	33862	379	33862	379	33862	379	33862	379	33862	2,274	203,172
chr2:39,000,000-40,000,000	305	26571	305	26571	305	26571	305	26571	305	26571	305	26571	1,830	159,426
chr2:40,000,000-41,000,000	249	33639	249	33639	249	33639	249	33639	249	33639	249	33639	1,494	201,834
chr2:41,000,000-42,000,000	236	30179	236	30179	236	30179	236	30179	236	30179	236	30179	1,416	181,074
chr2:42,000,000-43,000,000	341	26960	341	26960	341	26960	341	26960	341	26960	341	26960	2,046	161,760
chr2:43,000,000-44,000,000	260	28645	260	28645	260	28645	260	28645	260	28645	260	28645	1,560	171,870
chr2:44,000,000-45,000,000	308	23610	308	23610	308	23610	308	23610	308	23610	308	23610	1,848	141,660
chr2:45,000,000-46,000,000	188	90087	188	90087	188	90087	188	90087	188	90087	188	90087	1,128	540,522
chr2:46,000,000-47,000,000	241	21638	241	21638	241	21638	241	21638	241	21638	241	21638	1,446	129,828
chr2:47,000,000-48,000,000	410	27453	410	27453	410	27453	410	27453	410	27453	410	27453	2,460	164,718
chr2:48,000,000-49,000,000	313	33140	313	33140	313	33140	313	33140	313	33140	313	33140	1,878	198,840
chr2:49,000,000-50,000,000	309	40587	309	40587	309	40587	309	40587	309	40587	309	40587	1,854	243,522
chr2:50,000,000-51,000,000	216	12954	216	12954	216	12954	216	12954	216	12954	216	12954	1,296	77,724
chr2:51,000,000-52,000,000	271	36954	271	36954	271	36954	271	36954	271	36954	271	36954	1,626	221,724
chr2:52,000,000-53,000,000	246	29434	246	29434	246	29434	246	29434	246	29434	246	29434	1,476	176,604
chr2:53,000,000-54,000,000	271	29907	271	29907	271	29907	271	29907	271	29907	271	29907	1,626	179,442
chr2:54,000,000-55,000,000	205	15576	205	15576	205	15576	205	15576	205	15576	205	15576	1,230	93,456
chr2:55,000,000-56,000,000	359	44215	359	44215	359	44215	359	44215	359	44215	359	44215	2,154	265,290
chr2:56,000,000-57,000,000	305	48595	305	48595	305	48595	305	48595	305	48595	305	48595	1,830	291,570
chr2:57,000,000-58,000,000	245	52011	245	52011	245	52011	245	52011	245	52011	245	52011	1,470	312,066
chr2:58,000,000-59,000,000	224	38119	224	38119	224	38119	224	38119	224	38119	224	38119	1,344	228,714
chr2:59,000,000-60,000,000	229	34544	229	34544	229	34544	229	34544	229	34544	229	34544	1,374	207,264
chr2:60,000,000-61,000,000	300	42370	300	42370	300	42370	300	42370	300	42370	300	42370	1,800	254,220
chr2:61,000,000-62,000,000	438	20441	438	20441	438	20441	438	20441	438	20441	438	20441	2,628	122,646
chr2:62,000,000-63,000,000	330	41630	330	41630	330	41630	330	41630	330	41630	330	41630	1,980	249,780
chr2:63,000,000-64,000,000	395	39559	395	39559	395	39559	395	39559	395	39559	395	39559	2,370	237,354
chr2:64,000,000-65,000,000	252	42594	252	42594	252	42594	252	42594	252	42594	252	42594	1,512	255,564
chr2:65,000,000-66,000,000	353	28426	353	28426	353	28426	353	28426	353	28426	353	28426	2,118	170,556
chr2:66,000,000-67,000,000	269	61296	269	61296	269	61296	269	61296	269	61296	269	61296	1,614	367,776
chr2:67,000,000-68,000,000	260	35819	260	35819	260	35819	260	35819	260	35819	260	35819	1,560	214,914
chr2:68,000,000-69,000,000	327	38194	327	38194	327	38194	327	38194	327	38194	327	38194	1,962	229,164
chr2:69,000,000-70,000,000	321	15939	321	15939	321	15939	321	15939	321	15939	321	15939	1,926	95,634
chr2:70,000,000-71,000,000	405	30903	405	30903	405	30903	405	30903	405	30903	405	30903	2,430	185,418
chr2:71,000,000-72,000,000	373	56892	373	56892	373	56892	373	56892	373	56892	373	56892	2,238	341,352
chr2:72,000,000-73,000,000	257	43976	257	43976	257	43976	257	43976	257	43976	257	43976	1,542	263,856
chr2:73,000,000-74,000,000	510	84765	510	84765	510	84765	510	84765	510	84765	510	84765	3,060	508,590
chr2:74,000,000-75,000,000	306	22941	306	22941	306	22941	306	22941	306	22941	306	22941	1,836	137,646
chr2:75,000,000-76,000,000	283	27073	283	27073	283	27073	283	27073	283	27073	283	27073	1,698	162,438
chr2:76,000,000-77,000,000	239	70371	239	70371	239	70371	239	70371	239	70371	239	70371	1,434	422,226
chr2:77,000,000-78,000,000	294	71939	294	71939	294	71939	294	71939	294	71939	294	71939	1,764	431,634
chr2:78,000,000-79,000,000	267	31302	267	31302	267	31302	267	31302	267	31302	267	31302	1,602	187,812
chr2:79,000,000-80,000,000	272	37212	272	37212	272	37212	272	37212	272	37212	272	37212	1,632	223,272
chr2:80,000,000-81,000,000	245	22606	245	22606	245	22606	245	22606	245	22606	245	22606	1,470	135,636
chr2:81,000,000-82,000,000	265	31477	265	31477	265	31477	265	31477	265	31477	265	31477	1,590	188,862
chr2:82,000,000-83,000,000	251	20401	251	20401	251	20401	251	20401	251	20401	251	20401	1,506	122,406
chr2:83,000,000-84,000,000	272	45896	272	45896	272	45896	272	45896	272	45896	272	45896	1,632	275,376
chr2:84,000,000-85,000,000	307	42356	307	42356	307	42356	307	42356	307	42356	307	42356	1,842	254,136
chr2:85,000,000-86,000,000	354	26753	354	26753	354	26753	354	26753	354	26753	354	26753	2,124	160,518
chr2:86,000,000-87,000,000	335	201892	335	201892	335	201892	335	201892	335	201892	335	201892	2,010	1,211,352
chr2:87,000,000-88,000,000	50	989969	50	989969	50	989969	50	989969	50	989969	50	989969	300	5,939,814
chr2:88,000,000-89,000,000	420	76424	420	76424	420	76424	420	76424	420	76424	420	76424	2,520	458,544
chr2:89,000,000-90,000,000	336	943065	336	943065	336	943065	336	943065	336	943065	336	943065	2,016	5,658,390
chr2:90,000,000-91,000,000	231	925089	231	925089	231	925089	231	925089	231	925089	231	925089	1,386	5,550,534
chr2:91,000,000-92,000,000	139	979681	139	979681	139	979681	139	979681	139	979681	139	979681	834	5,878,086
chr2:92,000,000-93,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:93,000,000-94,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:94,000,000-95,000,000	635	779818	635	779818	635	779818	635	779818	635	779818	635	779818	3,810	4,678,908
chr2:95,000,000-96,000,000	676	420094	676	420094	676	420094	676	420094	676	420094	676	420094	4,056	2,520,564
chr2:96,000,000-97,000,000	328	101232	328	101232	328	101232	328	101232	328	101232	328	101232	1,968	607,392
chr2:97,000,000-98,000,000	331	608116	331	608116	331	608116	331	608116	331	608116	331	608116	1,986	3,648,696
chr2:98,000,000-99,000,000	259	30200	259	30200	259	30200	259	30200	259	30200	259	30200	1,554	181,200
chr2:99,000,000-100,000,000	399	31789	399	31789	399	31789	399	31789	399	31789	399	31789	2,394	190,734
chr2:100,000,000-101,000,000	282	42447	282	42447	282	42447	282	42447	282	42447	282	42447	1,692	254,682
chr2:101,000,000-102,000,000	362	28440	362	28440	362	28440	362	28440	362	28440	362	28440	2,172	170,640
chr2:102,000,000-103,000,000	209	31975	209	31975	209	31975	209	31975	209	31975	209	31975	1,254	191,850
chr2:103,000,000-104,000,000	233	23696	233	23696	233	23696	233	23696	233	23696	233	23696	1,398	142,176
chr2:104,000,000-105,000,000	274	19712	274	19712	274	19712	274	19712	274	19712	274	19712	1,644	118,272
chr2:105,000,000-106,000,000	247	25059	247	25059	247	25059	247	25059	247	25059	247	25059	1,482	150,354
chr2:106,000,000-107,000,000	347	175922	347	175922	347	175922	347	175922	347	175922	347	175922	2,082	1,055,532
chr2:107,000,000-108,000,000	251	116063	251	116063	251	116063	251	116063	251	116063	251	116063	1,506	696,378
chr2:108,000,000-109,000,000	472	121119	472	121119	472	121119	472	121119	472	121119	472	121119	2,832	726,714
chr2:109,000,000-110,000,000	221	284782	221	284782	221	284782	221	284782	221	284782	221	284782	1,326	1,708,692
chr2:110,000,000-111,000,000	164	520219	164	520219	164	520219	164	520219	164	520219	164	520219	984	3,121,314
chr2:111,000,000-112,000,000	344	491550	344	491550	344	491550	344	491550	344	491550	344	491550	2,064	2,949,300
chr2:112,000,000-113,000,000	343	144707	343	144707	343	144707	343	144707	343	144707	343	144707	2,058	868,242
chr2:113,000,000-114,000,000	426	333786	426	333786	426	333786	426	333786	426	333786	426	333786	2,556	2,002,716
chr2:114,000,000-115,000,000	280	41699	280	41699	280	41699	280	41699	280	41699	280	41699	1,680	250,194
chr2:115,000,000-116,000,000	270	36249	270	36249	270	36249	270	36249	270	36249	270	36249	1,620	217,494
chr2:116,000,000-117,000,000	304	40650	304	40650	304	40650	304	40650	304	40650	304	40650	1,824	243,900
chr2:117,000,000-118,000,000	332	85845	332	85845	332	85845	332	85845	332	85845	332	85845	1,992	515,070
chr2:118,000,000-119,000,000	221	36771	221	36771	221	36771	221	36771	221	36771	221	36771	1,326	220,626
chr2:119,000,000-120,000,000	311	25145	311	25145	311	25145	311	25145	311	25145	311	25145	1,866	150,870
chr2:120,000,000-121,000,000	249	23489	249	23489	249	23489	249	23489	249	23489	249	23489	1,494	140,934
chr2:121,000,000-122,000,000	309	22319	309	22319	309	22319	309	22319	309	22319	309	22319	1,854	133,914
chr2:122,000,000-123,000,000	256	41490	256	41490	256	41490	256	41490	256	41490	256	41490	1,536	248,940
chr2:123,000,000-124,000,000	281	32407	281	32407	281	32407	281	32407	281	32407	281	32407	1,686	194,442
chr2:124,000,000-125,000,000	252	42992	252	42992	252	42992	252	42992	252	42992	252	42992	1,512	257,952
chr2:125,000,000-126,000,000	282	36093	282	36093	282	36093	282	36093	282	36093	282	36093	1,692	216,558
chr2:126,000,000-127,000,000	245	33711	245	33711	245	33711	245	33711	245	33711	245	33711	1,470	202,266
chr2:127,000,000-128,000,000	288	21831	288	21831	288	21831	288	21831	288	21831	288	21831	1,728	130,986
chr2:128,000,000-129,000,000	331	39003	331	39003	331	39003	331	39003	331	39003	331	39003	1,986	234,018
chr2:129,000,000-130,000,000	388	52089	388	52089	388	52089	388	52089	388	52089	388	52089	2,328	312,534
chr2:130,000,000-131,000,000	596	501080	596	501080	596	501080	596	501080	596	501080	596	501080	3,576	3,006,480
chr2:131,000,000-132,000,000	1627	442642	1627	442642	1627	442642	1627	442642	1627	442642	1627	442642	9,762	2,655,852
chr2:132,000,000-133,000,000	550	315479	550	315479	550	315479	550	315479	550	315479	550	315479	3,300	1,892,874
chr2:133,000,000-134,000,000	209	42136	209	42136	209	42136	209	42136	209	42136	209	42136	1,254	252,816
chr2:134,000,000-135,000,000	272	46637	272	46637	272	46637	272	46637	272	46637	272	46637	1,632	279,822
chr2:135,000,000-136,000,000	414	46079	414	46079	414	46079	414	46079	414	46079	414	46079	2,484	276,474
chr2:136,000,000-137,000,000	271	25468	271	25468	271	25468	271	25468	271	25468	271	25468	1,626	152,808
chr2:137,000,000-138,000,000	355	53638	355	53638	355	53638	355	53638	355	53638	355	53638	2,130	321,828
chr2:138,000,000-139,000,000	239	26841	239	26841	239	26841	239	26841	239	26841	239	26841	1,434	161,046
chr2:139,000,000-140,000,000	244	31901	244	31901	244	31901	244	31901	244	31901	244	31901	1,464	191,406
chr2:140,000,000-141,000,000	240	19158	240	19158	240	19158	240	19158	240	19158	240	19158	1,440	114,948
chr2:141,000,000-142,000,000	221	21576	221	21576	221	21576	221	21576	221	21576	221	21576	1,326	129,456
chr2:142,000,000-143,000,000	242	31575	242	31575	242	31575	242	31575	242	31575	242	31575	1,452	189,450
chr2:143,000,000-144,000,000	206	34823	206	34823	206	34823	206	34823	206	34823	206	34823	1,236	208,938
chr2:144,000,000-145,000,000	217	25351	217	25351	217	25351	217	25351	217	25351	217	25351	1,302	152,106
chr2:145,000,000-146,000,000	224	16714	224	16714	224	16714	224	16714	224	16714	224	16714	1,344	100,284
chr2:146,000,000-147,000,000	269	26324	269	26324	269	26324	269	26324	269	26324	269	26324	1,614	157,944
chr2:147,000,000-148,000,000	244	31650	244	31650	244	31650	244	31650	244	31650	244	31650	1,464	189,900
chr2:148,000,000-149,000,000	315	48985	315	48985	315	48985	315	48985	315	48985	315	48985	1,890	293,910
chr2:149,000,000-150,000,000	309	52356	309	52356	309	52356	309	52356	309	52356	309	52356	1,854	314,136
chr2:150,000,000-151,000,000	274	19239	274	19239	274	19239	274	19239	274	19239	274	19239	1,644	115,434
chr2:151,000,000-152,000,000	306	54389	306	54389	306	54389	306	54389	306	54389	306	54389	1,836	326,334
chr2:152,000,000-153,000,000	286	21436	286	21436	286	21436	286	21436	286	21436	286	21436	1,716	128,616
chr2:153,000,000-154,000,000	238	52108	238	52108	238	52108	238	52108	238	52108	238	52108	1,428	312,648
chr2:154,000,000-155,000,000	251	34513	251	34513	251	34513	251	34513	251	34513	251	34513	1,506	207,078
chr2:155,000,000-156,000,000	215	36205	215	36205	215	36205	215	36205	215	36205	215	36205	1,290	217,230
chr2:156,000,000-157,000,000	244	44854	244	44854	244	44854	244	44854	244	44854	244	44854	1,464	269,124
chr2:157,000,000-158,000,000	300	42675	300	42675	300	42675	300	42675	300	42675	300	42675	1,800	256,050
chr2:158,000,000-159,000,000	400	60176	400	60176	400	60176	400	60176	400	60176	400	60176	2,400	361,056
chr2:159,000,000-160,000,000	313	26595	313	26595	313	26595	313	26595	313	26595	313	26595	1,878	159,570
chr2:160,000,000-161,000,000	270	55460	270	55460	270	55460	270	55460	270	55460	270	55460	1,620	332,760
chr2:161,000,000-162,000,000	269	48502	269	48502	269	48502	269	48502	269	48502	269	48502	1,614	291,012
chr2:162,000,000-163,000,000	197	20368	197	20368	197	20368	197	20368	197	20368	197	20368	1,182	122,208
chr2:163,000,000-164,000,000	251	16012	251	16012	251	16012	251	16012	251	16012	251	16012	1,506	96,072
chr2:164,000,000-165,000,000	270	31074	270	31074	270	31074	270	31074	270	31074	270	31074	1,620	186,444
chr2:165,000,000-166,000,000	220	39786	220	39786	220	39786	220	39786	220	39786	220	39786	1,320	238,716
chr2:166,000,000-167,000,000	275	45369	275	45369	275	45369	275	45369	275	45369	275	45369	1,650	272,214
chr2:167,000,000-168,000,000	288	50559	288	50559	288	50559	288	50559	288	50559	288	50559	1,728	303,354
chr2:168,000,000-169,000,000	243	19840	243	19840	243	19840	243	19840	243	19840	243	19840	1,458	119,040
chr2:169,000,000-170,000,000	397	57274	397	57274	397	57274	397	57274	397	57274	397	57274	2,382	343,644
chr2:170,000,000-171,000,000	330	26999	330	26999	330	26999	330	26999	330	26999	330	26999	1,980	161,994
chr2:171,000,000-172,000,000	380	27886	380	27886	380	27886	380	27886	380	27886	380	27886	2,280	167,316
chr2:172,000,000-173,000,000	329	35813	329	35813	329	35813	329	35813	329	35813	329	35813	1,974	214,878
chr2:173,000,000-174,000,000	255	29561	255	29561	255	29561	255	29561	255	29561	255	29561	1,530	177,366
chr2:174,000,000-175,000,000	255	27601	255	27601	255	27601	255	27601	255	27601	255	27601	1,530	165,606
chr2:175,000,000-176,000,000	331	52690	331	52690	331	52690	331	52690	331	52690	331	52690	1,986	316,140
chr2:176,000,000-177,000,000	226	22659	226	22659	226	22659	226	22659	226	22659	226	22659	1,356	135,954
chr2:177,000,000-178,000,000	281	36901	281	36901	281	36901	281	36901	281	36901	281	36901	1,686	221,406
chr2:178,000,000-179,000,000	259	34622	259	34622	259	34622	259	34622	259	34622	259	34622	1,554	207,732
chr2:179,000,000-180,000,000	278	45763	278	45763	278	45763	278	45763	278	45763	278	45763	1,668	274,578
chr2:180,000,000-181,000,000	240	33109	240	33109	240	33109	240	33109	240	33109	240	33109	1,440	198,654
chr2:181,000,000-182,000,000	230	27629	230	27629	230	27629	230	27629	230	27629	230	27629	1,380	165,774
chr2:182,000,000-183,000,000	297	47621	297	47621	297	47621	297	47621	297	47621	297	47621	1,782	285,726
chr2:183,000,000-184,000,000	396	51824	396	51824	396	51824	396	51824	396	51824	396	51824	2,376	310,944
chr2:184,000,000-185,000,000	205	25176	205	25176	205	25176	205	25176	205	25176	205	25176	1,230	151,056
chr2:185,000,000-186,000,000	270	48896	270	48896	270	48896	270	48896	270	48896	270	48896	1,620	293,376
chr2:186,000,000-187,000,000	302	35764	302	35764	302	35764	302	35764	302	35764	302	35764	1,812	214,584
chr2:187,000,000-188,000,000	288	30565	288	30565	288	30565	288	30565	288	30565	288	30565	1,728	183,390
